code,employmentStatus,countryOfResidence,gender,age,income,customerType,joinDate,isCustomerAtMost6MonthOld,seniority,isPrimaryCustomer,customerTypeFirstMonth,customerRelationTypeFirstMonth,customerResidenceIndex,customerForeignIndex,channelOfJoin,deceasedIndex,customerAddrProvinceName,isCustomerActive,product
1050623.0,N,ES,H,23,113538.81,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZAMORA\"",1,"[1,2,3]"
1050624.0,N,ES,H,65,61605.09,02 - PARTICULARES,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050625.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZAMORA\"",1,"[1,2,3]"
1050626.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050610.0,N,ES,V,24,68318.45999999999,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050627.0,N,ES,H,23,65608.35,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CIUDAD REAL\"",0,"[1,2,3]"
1050609.0,N,ES,H,22,73432.47,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KFA,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050605.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050582.0,N,ES,V,28,64620.56999999999,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050586.0,N,ES,V,23,64194.99000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050588.0,N,ES,H,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"BURGOS\"",1,"[1,2,3]"
1050589.0,N,ES,V,23,119173.88999999998,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"HUESCA\"",0,"[1,2,3]"
1050591.0,N,ES,H,23,58728.39,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050592.0,N,ES,H,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHD,N,"\"NAVARRA\"",0,"[1,2,3]"
1050595.0,N,ES,V,25,86863.38,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"AVILA\"",1,"[1,2,3]"
1050596.0,N,ES,H,25,68421.36,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,S,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050597.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050598.0,N,ES,H,23,90408.75,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050599.0,N,ES,V,24,74780.37,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050601.0,N,ES,V,26,120146.49,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050602.0,N,ES,V,23,91282.71,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050603.0,N,ES,H,23,131351.94,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050604.0,N,ES,H,53,113279.1,02 - PARTICULARES,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050607.0,N,ES,V,27,70777.59,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"SEGOVIA\"",0,"[1,2,3]"
1050580.0,N,ES,H,23,77320.92,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"LUGO\"",1,"[1,2,3]"
1050628.0,N,ES,V,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"LERIDA\"",0,"[1,2,3]"
1050630.0,N,ES,V,22,64398.06,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,S,KHD,N,"\"BARCELONA\"",0,"[1,2,3]"
1050669.0,N,ES,V,32,171398.84999999998,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"MALAGA\"",1,"[1,2,3]"
1050670.0,N,ES,V,37,64031.25,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050676.0,N,ES,V,31,90431.85,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"TOLEDO\"",0,"[1,2,3]"
1050679.0,N,ES,V,39,157191.69,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"MADRID\"",1,"[1,2,3]"
1050680.0,N,ES,V,53,133092.33000000002,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"BARCELONA\"",0,"[1,2,3]"
1050686.0,N,ES,V,39,37075.26,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"CACERES\"",1,"[1,2,3]"
1050688.0,N,ES,V,63,245052.27,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"MADRID\"",1,"[1,2,3]"
1050693.0,N,ES,V,37,104035.08,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"BARCELONA\"",0,"[1,2,3]"
1050694.0,N,ES,V,31,57155.34,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"MADRID\"",1,"[1,2,3]"
1050697.0,N,ES,H,33,,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"MADRID\"",1,"[1,2,3]"
1050703.0,N,ES,V,23,53631.36,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"HUESCA\"",0,"[1,2,3]"
1050704.0,N,ES,V,23,72880.79999999999,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050706.0,N,ES,H,33,84061.95000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050707.0,N,ES,V,23,106686.96,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ALICANTE\"",0,"[1,2,3]"
1050710.0,N,ES,H,23,132398.40000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ALICANTE\"",0,"[1,2,3]"
1050663.0,N,ES,H,23,148080.45,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"SORIA\"",1,"[1,2,3]"
1050629.0,N,ES,V,55,101919.09,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050662.0,N,ES,V,37,122456.91,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KAT,N,"\"MADRID\"",1,"[1,2,3]"
1050660.0,N,ES,H,32,94683.27,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"SEVILLA\"",1,"[1,2,3]"
1050632.0,N,ES,H,23,289211.4,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050633.0,N,ES,V,23,34406.58,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050634.0,N,ES,H,55,101919.09,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050635.0,N,ES,V,23,77346.51,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"SALAMANCA\"",1,"[1,2,3]"
1050636.0,N,ES,H,23,136930.23,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CANTABRIA\"",1,"[1,2,3]"
1050639.0,N,ES,V,23,148677.18,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050641.0,N,ES,V,42,45345.18,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"MADRID\"",1,"[1,2,3]"
1050642.0,N,ES,V,58,,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KFC,N,"\"MALAGA\"",0,"[1,2,3]"
1050647.0,N,ES,H,38,28359.36,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KAT,N,"\"ALICANTE\"",1,"[1,2,3]"
1050648.0,N,ES,V,50,137894.63999999998,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KAT,N,"\"MADRID\"",1,"[1,2,3]"
1050651.0,N,ES,H,30,139502.28,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"BALEARS, ILLES\"",1,"[1,2,3]"
1050652.0,N,ES,H,31,149099.88,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"VALLADOLID\"",1,"[1,2,3]"
1050655.0,N,ES,H,45,95302.5,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"PONTEVEDRA\"",1,"[1,2,3]"
1050658.0,N,ES,H,44,110245.53,02 - PARTICULARES,2012-08-10,0,35,1,1.0,I,S,N,KAT,N,"\"MADRID\"",0,"[1,2,3]"
1050659.0,N,ES,V,39,,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"BALEARS, ILLES\"",1,"[1,2,3]"
1050661.0,N,ES,V,37,60072.81,02 - PARTICULARES,2012-08-10,0,35,1,1.0,A,S,N,KFC,N,"\"VALENCIA\"",1,"[1,2,3]"
1050711.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050579.0,N,ES,H,27,34802.01,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHD,N,"\"TERUEL\"",0,"[1,2,3]"
1050577.0,N,ES,H,23,79998.72,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"HUESCA\"",1,"[1,2,3]"
1050507.0,N,ES,V,27,55331.31,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050508.0,N,ES,H,27,173223.78,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,S,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050509.0,N,ES,H,23,47332.86,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050511.0,N,ES,H,23,111933.0,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050512.0,N,ES,H,31,107634.66,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050513.0,N,ES,V,23,55561.62,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050514.0,N,ES,H,28,215373.3,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,S,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050515.0,N,ES,H,23,64258.14,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050516.0,N,ES,H,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050517.0,N,ES,V,27,59930.22,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"HUESCA\"",1,"[1,2,3]"
1050520.0,N,ES,V,23,162609.54,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050521.0,N,ES,H,23,74708.49,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"OURENSE\"",1,"[1,2,3]"
1050522.0,N,ES,V,25,68155.5,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050523.0,N,ES,H,24,77383.98,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050524.0,N,ES,V,25,56347.68000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"LUGO\"",0,"[1,2,3]"
1050505.0,N,ES,V,25,112330.35,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050525.0,N,ES,H,26,95392.71,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050504.0,N,ES,V,36,73020.18000000001,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"JAEN\"",0,"[1,2,3]"
1050502.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CIUDAD REAL\"",0,"[1,2,3]"
1050487.0,N,ES,H,23,101293.11000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CORUÑA, A\"",0,"[1,2,3]"
1050488.0,N,ES,V,26,113580.78,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"HUESCA\"",1,"[1,2,3]"
1050489.0,N,ES,H,23,158207.40000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050490.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050491.0,N,ES,V,23,60067.86,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050492.0,N,ES,V,25,77713.95000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050493.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
1050494.0,N,ES,V,38,42423.03,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050495.0,N,ES,H,23,154107.09,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"LUGO\"",1,"[1,2,3]"
1050496.0,N,ES,V,28,93241.92,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050497.0,N,ES,H,23,46257.72,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,S,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050498.0,N,ES,V,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CUENCA\"",0,"[1,2,3]"
1050499.0,N,ES,H,23,130311.75,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050500.0,N,ES,V,24,58682.34,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CIUDAD REAL\"",0,"[1,2,3]"
1050501.0,N,ES,V,63,58682.34,02 - PARTICULARES,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050503.0,N,ES,V,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"PONTEVEDRA\"",1,"[1,2,3]"
1050578.0,N,ES,V,23,103775.1,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CACERES\"",0,"[1,2,3]"
1050526.0,N,ES,V,22,59551.65,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050529.0,N,ES,H,24,36372.0,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CIUDAD REAL\"",0,"[1,2,3]"
1050553.0,N,ES,H,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CORUÑA, A\"",1,"[1,2,3]"
1050556.0,N,ES,H,23,134770.2,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZAMORA\"",1,"[1,2,3]"
1050557.0,N,ES,H,27,124518.48,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050560.0,N,ES,H,23,59537.49000000001,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050561.0,N,ES,H,23,120146.49,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050562.0,N,ES,V,25,63342.36,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050565.0,N,ES,H,33,54141.03,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050567.0,N,ES,V,22,74689.35,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TERUEL\"",0,"[1,2,3]"
1050568.0,N,ES,H,38,147215.97,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050569.0,N,ES,V,23,99272.52,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CIUDAD REAL\"",0,"[1,2,3]"
1050570.0,N,ES,H,23,46145.94,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050571.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"BIZKAIA\"",1,"[1,2,3]"
1050573.0,N,ES,V,45,147215.97,02 - PARTICULARES,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050574.0,N,ES,H,23,64347.36,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050575.0,N,ES,V,24,151852.47,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050552.0,N,ES,V,23,82756.11,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"VALENCIA\"",1,"[1,2,3]"
1050527.0,N,ES,H,23,67018.92,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050551.0,N,ES,H,26,111926.91,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050549.0,N,ES,V,29,56603.76,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"TOLEDO\"",0,"[1,2,3]"
1050530.0,N,ES,V,23,58801.02,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"GIRONA\"",0,"[1,2,3]"
1050531.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"LUGO\"",1,"[1,2,3]"
1050532.0,N,ES,V,22,134144.28,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"ZARAGOZA\"",0,"[1,2,3]"
1050533.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"CASTELLON\"",0,"[1,2,3]"
1050534.0,N,ES,V,31,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050535.0,N,ES,H,23,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CORUÑA, A\"",0,"[1,2,3]"
1050536.0,N,ES,V,23,37778.01,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050537.0,N,ES,H,23,214309.14,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZARAGOZA\"",1,"[1,2,3]"
1050540.0,N,ES,H,25,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050541.0,N,ES,V,23,112228.41,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"LUGO\"",0,"[1,2,3]"
1050542.0,N,ES,V,23,66540.48,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"RIOJA, LA\"",1,"[1,2,3]"
1050543.0,N,ES,H,23,73414.65,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"ZAMORA\"",0,"[1,2,3]"
1050544.0,N,ES,H,25,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"LUGO\"",0,"[1,2,3]"
1050547.0,N,ES,H,23,189110.64,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050548.0,N,ES,V,27,84365.58,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"CIUDAD REAL\"",1,"[1,2,3]"
1050550.0,N,ES,H,23,42247.26,03 - UNIVERSITARIO,2012-08-10,0,35,1,1,A,S,N,KHE,N,"\"TOLEDO\"",1,"[1,2,3]"
1050713.0,N,ES,V,23,180338.19,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050715.0,N,ES,V,22,103915.47,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHD,N,"\"ALBACETE\"",1,"[1,2,3]"
1050717.0,N,ES,V,23,133865.43,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"BARCELONA\"",0,"[1,2,3]"
1050873.0,N,ES,H,31,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"VALENCIA\"",0,"[1,2,3]"
1050874.0,N,ES,H,27,65012.64,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"AVILA\"",1,"[1,2,3]"
1050875.0,N,ES,V,22,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"BARCELONA\"",1,"[1,2,3]"
1050878.0,N,ES,V,30,126039.36000000002,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",1,"[1,2,3]"
1050879.0,N,ES,H,26,72203.85,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050884.0,N,ES,V,29,323722.5,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,A,S,N,KHE,N,"\"MADRID\"",0,"[1,2,3]"
1050885.0,N,ES,H,24,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"BADAJOZ\"",0,"[1,2,3]"
1050887.0,N,ES,H,26,,03 - UNIVERSITARIO,2012-08-10,0,35,1,1.0,I,S,N,KHE,N,"\"SALAMANCA\"",0,"[1,2,3]"
